contrast	gene	log2FoldChange
Hyp_T2h.Control	LOC101848167	-1.3635423186107323
Hyp_T2h.Control	LOC101848794	-1.8254273063208954
Hyp_T2h.Control	LOC101854843	0.4352353299882801
Hyp_T2h.Control	LOC101855076	-3.387812442132885
Hyp_T2h.Control	LOC101849265	-1.4015907507766678
Hyp_T2h.Control	LOC118478519	-2.655367835887029
Hyp_T2h.Control	LOC101858235	0.5809938778125513
Hyp_T2h.Control	LOC101848406	-1.0537683828667892
Hyp_T2h.Control	LOC101848637	-4.334312805282796
Hyp_T2h.Control	LOC106013176	-2.8564945605422034
Hyp_T2h.Control	LOC101849109	-1.4652064041251986
Hyp_T2h.Control	LOC101859905	-0.6566882927287359
Hyp_T2h.Control	LOC101849818	-2.6881767791861786
Hyp_T2h.Control	LOC101850057	-3.5064861835492134
Hyp_T2h.Control	LOC101860547	-1.2349606129850672
